1.075334	0.000000
4.568629	0.000000
-3.108217	0.000000
3.061172	0.000000
1.428603	0.000000
-2.503162	0.000000
-1.183732	0.000000
0.407233	0.000000
7.319554	0.000000
6.236940	0.000000
-1.748717	0.000000
6.758362	0.000000
1.407483	0.000000
-1.060546	0.000000
-0.141081	0.000000
-2.060989	0.000000
-1.395782	0.000000
2.661773	0.000000
3.250947	0.000000
3.600360	0.000000
1.930780	0.000000
-2.323995	0.000000
1.075414	0.000000
2.828756	0.000000
0.958980	0.000000
2.769386	0.000000
2.804057	0.000000
0.957457	0.000000
1.769706	0.000000
-1.232920	0.000000
1.189006	0.000000
-3.492739	0.000000
-3.393519	0.000000
-2.433999	0.000000
-6.072554	0.000000
3.127817	0.000000
0.889469	0.000000
-1.708044	0.000000
1.961023	0.000000
-4.544172	0.000000
-1.155541	0.000000
-0.748336	0.000000
1.298553	0.000000
2.036357	0.000000
-0.081733	0.000000
1.227683	0.000000
0.210648	0.000000
1.051213	0.000000
1.599954	0.000000
1.750311	0.000000
-1.727306	0.000000
0.622953	0.000000
-1.841657	0.000000
-2.022800	0.000000
-0.554105	0.000000
1.777475	0.000000
-3.187359	0.000000
-0.667882	0.000000
-1.111308	0.000000
2.500154	0.000000
-1.227072	0.000000
1.186254	0.000000
1.884628	0.000000
2.399408	0.000000
2.849336	0.000000
-0.079194	0.000000
-2.799195	0.000000
-0.669602	0.000000
-0.867386	0.000000
5.899514	0.000000
-0.643419	0.000000
1.154508	0.000000
-1.566800	0.000000
0.212882	0.000000
-2.879985	0.000000
-3.504538	0.000000
-2.825944	0.000000
1.408103	0.000000
0.004313	0.000000
-0.483086	0.000000
2.250835	0.000000
-0.182807	0.000000
-0.037256	0.000000
3.493020	0.000000
-0.461439	0.000000
3.044305	0.000000
3.240743	0.000000
0.447006	0.000000
0.474665	0.000000
-3.020203	0.000000
-3.246962	0.000000
-0.488316	0.000000
1.281748	0.000000
5.448999	0.000000
-1.017234	0.000000
0.262447	0.000000
-0.956062	0.000000
-5.202871	0.000000
-2.287409	0.000000
-4.490217	0.000000
1.680751	0.000000
-0.875205	0.000000
1.609662	0.000000
0.247767	0.000000
1.398114	0.000000
-1.088438	0.000000
0.663383	0.000000
1.200710	0.000000
3.586535	0.000000
0.309818	0.000000
-3.325654	0.000000
-0.990662	0.000000
2.665864	0.000000
-3.078747	0.000000
0.351341	0.000000
-1.402957	0.000000
1.725900	0.000000
-4.239422	0.000000
0.037482	0.000000
-1.649716	0.000000
6.403801	0.000000
1.741416	0.000000
2.398880	0.000000
-2.548075	0.000000
-0.956039	0.000000
0.155061	0.000000
3.547136	0.000000
1.008595	0.000000
2.585046	0.000000
-3.761987	0.000000
-1.295485	0.000000
-2.845772	0.000000
